61,東京都,1985,,,,,"4,783,854","3,159.0","15,112,005,608"
62,東京都,1986,,,,,"4,904,844","3,293.6","16,154,685,251"
63,東京都,1987,,,,,"5,010,998","3,507.7","17,577,051,033"
64,東京都,1988,,,,,"5,100,092","3,825.4","19,509,740,842"
65,東京都,1989,,,,,"5,113,749","3,986.0","20,383,345,194"
66,東京都,1990,,,,,"5,125,150","4,469.8","22,908,335,731"
67,東京都,1991,,,,,"5,288,462","4,832.8","25,558,024,482"
68,東京都,1992,,,,,"5,401,167","4,877.6","26,344,479,773"
69,東京都,1993,,,,,"5,482,063","4,461.0","24,455,328,928"
70,東京都,1994,,,,,"5,463,582","4,477.9","24,465,153,826"
71,東京都,1995,,,,,"5,423,212","4,474.0","24,263,689,085"
72,東京都,1996,,,,,"5,434,128","4,402.7","23,924,661,918"
73,東京都,1997,,,"482,490.0","37,197","5,469,790","4,466.2","24,429,013,619"
74,東京都,1998,,,"477,285.0","36,866","5,474,119","4,470.2","24,470,459,099"
75,東京都,1999,,,"444,968.0","34,336","5,471,863","4,364.0","23,879,195,408"
76,東京都,2000,,,"453,587.0","34,511","5,434,693","4,363.4","23,713,828,933"
77,東京都,2001,,,"445,133.0","33,688","5,445,206","4,401.2","23,965,449,773"
78,東京都,2002,,,"429,747.0","32,186","5,485,910","4,387.3","24,068,564,395"
79,東京都,2003,,,"429,180.0","31,517","5,482,272","4,316.9","23,666,651,419"
80,東京都,2004,,,"434,533.0","33,301","5,521,304","4,304.5","23,766,200,140"
81,東京都,2005,,,"429,876.0","32,735","5,674,874","4,354.5","24,711,494,571"
82,東京都,2006,,,"433,685.0","33,324","6,066,378","4,367.7","26,495,845,682"
83,東京都,2007,,,"430,485.0","33,528","6,207,803","4,418.7","27,430,139,719"
84,東京都,2008,,366.3,"435,111.0","34,411","6,349,585","4,457.1","28,301,037,155"
85,東京都,2009,,366.2,"411,211.0","34,288","6,417,762","4,320.3","27,726,382,728"
86,東京都,2010,,364.8,"414,539.0","34,361","6,348,073","4,083.0","25,919,203,762"
87,東京都,2011,,372.9,"411,804.0","33,979","6,325,361","4,097.9","25,920,709,468"
88,東京都,2012,,365.2,"405,792.0","34,976","6,351,804","4,103.8","26,066,575,753"
89,東京都,2013,,364.6,"410,458.0","35,331","6,436,015","4,114.2","26,479,361,509"
90,東京都,2014,"4,523.0",377.4,"412,977.0","36,030","6,518,746","4,352.0","28,369,721,176"
91,東京都,2015,,383.0,"406,806.0","35,496","6,619,766","4,288.8","28,390,831,787"
92,東京都,2016,,373.1,"408,611.0","36,150","6,783,712","4,377.7","29,697,204,719"
93,東京都,2017,,377.5,"411,953.0","37,055","6,938,898","4,413.9","30,627,744,312"
94,東京都,2018,,380.4,"413,275.0","39,521","7,073,459","4,495.1","31,795,771,898"
95,東京都,2019,"4,908.0",379.0,"414,622.0","40,390","7,209,054","4,582.2","33,033,303,432"
96,東京都,2020,,373.6,"408,589.0","39,540","7,303,138","4,576.9","33,426,091,906"
97,東京都,2021,,364.2,"412,797.0","39,643","7,342,846","4,660.6","34,221,902,369"
98,東京都,2022,,375.5,"424,429.0","40,577","7,397,433","4,920.2","36,396,520,851"
99,東京都,2023,,368.5,"432,475.0","42,018","7,477,397","5,012.9","37,483,473,377"
100,東京都,2024,,403.7,"448,243.0",,"7,307,723",,"39,609,239,316"
