目次へ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
,,210,管理，補助的経済活動を行う事業所,-,-,-,-,-,-,-,-,-,-
,,211,ガラス・同製品製造業,3,1,2,-,-,-,-,-,-,14
,,212,セメント・同製品製造業,2,-,-,2,-,-,-,-,-,27
,,213,建設用粘土製品製造業（陶磁器製を除く）,-,-,-,-,-,-,-,-,-,-
,,214,陶磁器・同関連製品製造業,-,-,-,-,-,-,-,-,-,-
,,215,耐火物製造業,-,-,-,-,-,-,-,-,-,-
,,216,炭素・黒鉛製品製造業,-,-,-,-,-,-,-,-,-,-
,,217,研磨材・同製品製造業,1,-,-,-,-,-,-,-,1,-
,,218,骨材・石工品等製造業,1,-,-,1,-,-,-,-,-,12
,,219,その他の窯業・土石製品製造業,-,-,-,-,-,-,-,-,-,-
,22,鉄鋼業,,-,-,-,-,-,-,-,-,-,-
,,220,管理，補助的経済活動を行う事業所,-,-,-,-,-,-,-,-,-,-
,,221,製鉄業,-,-,-,-,-,-,-,-,-,-
,,222,製鋼・製鋼圧延業,-,-,-,-,-,-,-,-,-,-
,,223,製鋼を行わない鋼材製造業（表面処理鋼材を除く）,-,-,-,-,-,-,-,-,-,-
,,224,表面処理鋼材製造業,-,-,-,-,-,-,-,-,-,-
,,225,鉄素形材製造業,-,-,-,-,-,-,-,-,-,-
,,229,その他の鉄鋼業,-,-,-,-,-,-,-,-,-,-
,23,非鉄金属製造業,,2,1,-,-,-,-,1,-,-,79
,,230,管理，補助的経済活動を行う事業所,-,-,-,-,-,-,-,-,-,-
,,231,非鉄金属第1次製錬・精製業,-,-,-,-,-,-,-,-,-,-
,,232,非鉄金属第2次製錬・精製業（非鉄金属合金製造業を含む）,-,-,-,-,-,-,-,-,-,-
,,233,非鉄金属・同合金圧延業（抽伸，押出しを含む）,-,-,-,-,-,-,-,-,-,-
,,234,電線・ケーブル製造業,-,-,-,-,-,-,-,-,-,-
,,235,非鉄金属素形材製造業,1,-,-,-,-,-,1,-,-,78
,,239,その他の非鉄金属製造業,1,1,-,-,-,-,-,-,-,1
,24,金属製品製造業,,22,15,1,3,2,1,-,-,-,175
,,240,管理，補助的経済活動を行う事業所,2,1,-,-,-,1,-,-,-,49
,,241,ブリキ缶・その他のめっき板等製品製造業,-,-,-,-,-,-,-,-,-,-
,,242,洋食器・刃物・手道具・金物類製造業,2,2,-,-,-,-,-,-,-,3
,,243,暖房装置・配管工事用附属品製造業,3,2,-,1,-,-,-,-,-,19
,,244,建設用・建築用金属製品製造業（製缶板金業を含む）,6,4,1,1,-,-,-,-,-,29
,,245,金属素形材製品製造業,3,2,-,-,1,-,-,-,-,33
,,246,金属被覆・彫刻業，熱処理業（ほうろう鉄器を除く）,4,2,-,1,1,-,-,-,-,39
,,247,金属線製品製造業（ねじ類を除く）,-,-,-,-,-,-,-,-,-,-
,,248,ボルト・ナット・リベット・小ねじ・木ねじ等製造業,-,-,-,-,-,-,-,-,-,-
,,249,その他の金属製品製造業,2,2,-,-,-,-,-,-,-,3
,25,はん用機械器具製造業,,3,1,2,-,-,-,-,-,-,14
,,250,管理，補助的経済活動を行う事業所,1,-,1,-,-,-,-,-,-,6
,,251,ボイラ・原動機製造業,-,-,-,-,-,-,-,-,-,-
,,252,ポンプ・圧縮機器製造業,-,-,-,-,-,-,-,-,-,-
,,253,一般産業用機械・装置製造業,1,-,1,-,-,-,-,-,-,7
,,259,その他のはん用機械・同部分品製造業,1,1,-,-,-,-,-,-,-,1
,26,生産用機械器具製造業,,15,8,1,5,-,1,-,-,-,116
,,260,管理，補助的経済活動を行う事業所,1,-,-,1,-,-,-,-,-,13
,,261,農業用機械製造業（農業用器具を除く）,-,-,-,-,-,-,-,-,-,-
,,262,建設機械・鉱山機械製造業,-,-,-,-,-,-,-,-,-,-
,,263,繊維機械製造業,-,-,-,-,-,-,-,-,-,-
,,264,生活関連産業用機械製造業,1,-,-,1,-,-,-,-,-,10
,,265,基礎素材産業用機械製造業,-,-,-,-,-,-,-,-,-,-
,,266,金属加工機械製造業,5,4,-,-,-,1,-,-,-,50
,,267,半導体・フラットパネルディスプレイ製造装置製造業,4,2,1,1,-,-,-,-,-,20
,,269,その他生産用機械・同部分品製造業,4,2,-,2,-,-,-,-,-,23
,27,業務用機械器具製造業,,16,11,2,-,1,-,1,1,-,279
,,270,管理，補助的経済活動を行う事業所,3,2,1,-,-,-,-,-,-,7
,,271,事務用機械器具製造業,-,-,-,-,-,-,-,-,-,-
,,272,サービス用・娯楽用機械器具製造業,2,1,-,-,-,-,-,1,-,161
,,273,計量器・測定器・分析機器・測量機械器具・理化学機械器具製造業,7,6,1,-,-,-,-,-,-,19
,,274,医療用機械器具・医療用品製造業,2,1,-,-,1,-,-,-,-,28
,,275,光学機械器具・レンズ製造業,2,1,-,-,-,-,1,-,-,64
,,276,武器製造業,-,-,-,-,-,-,-,-,-,-
,28,電子部品・デバイス・電子回路製造業,,11,6,1,1,2,-,1,-,-,141
,,280,管理，補助的経済活動を行う事業所,3,3,-,-,-,-,-,-,-,11
,,281,電子デバイス製造業,1,-,-,-,-,-,1,-,-,50
,,282,電子部品製造業,4,1,1,1,1,-,-,-,-,50
,,283,記録メディア製造業,-,-,-,-,-,-,-,-,-,-
,,284,電子回路製造業,2,1,-,-,1,-,-,-,-,28
,,285,ユニット部品製造業,-,-,-,-,-,-,-,-,-,-
,,289,その他の電子部品・デバイス電子回路製造業,1,1,-,-,-,-,-,-,-,2
,29,電気機械器具製造業,,17,8,6,2,-,1,-,-,-,136
,,290,管理，補助的経済活動を行う事業所,2,2,-,-,-,-,-,-,-,3
,,291,発電用・送電用・配電用電気機械器具製造業,3,-,2,1,-,-,-,-,-,27
,,292,産業用電気機械器具製造業,1,-,1,-,-,-,-,-,-,6
,,293,民生用電気機械器具製造業,2,2,-,-,-,-,-,-,-,7
,,294,電球・電気照明器具製造業,2,1,1,-,-,-,-,-,-,12
,,295,電池製造業,-,-,-,-,-,-,-,-,-,-
,,296,電子応用装置製造業,2,1,-,-,-,1,-,-,-,50
,,297,電気計測器製造業,3,2,1,-,-,-,-,-,-,11
,,299,その他の電気機械器具製造業,2,-,1,1,-,-,-,-,-,20
,30,情報通信機械器具製造業,,6,3,1,-,-,-,-,1,1,174
,,300,管理，補助的経済活動を行う事業所,-,-,-,-,-,-,-,-,-,-
,,301,通信機械器具・同関連機械器具製造業,2,-,1,-,-,-,-,-,1,9
,,302,映像・音響機械器具製造業,1,1,-,-,-,-,-,-,-,4
,,303,電子計算機・同附属装置製造業,3,2,-,-,-,-,-,1,-,161
,31,輸送用機械器具製造業,,2,-,1,1,-,-,-,-,-,24
,,310,管理，補助的経済活動を行う事業所,-,-,-,-,-,-,-,-,-,-
,,311,自動車・同附属品製造業,1,-,1,-,-,-,-,-,-,9
,,312,鉄道車両・同部分品製造業,1,-,-,1,-,-,-,-,-,15
,,313,船舶製造・修理業，舶用機関製造業,-,-,-,-,-,-,-,-,-,-
,,314,航空機・同附属品製造業,-,-,-,-,-,-,-,-,-,-
,,315,産業用運搬車両・同部分品附属品製造業,-,-,-,-,-,-,-,-,-,-
,,319,その他の輸送用機械器具製造業,-,-,-,-,-,-,-,-,-,-
,32,その他の製造業,,48,34,8,4,-,-,-,1,1,393
,,320,管理，補助的経済活動を行う事業所,-,-,-,-,-,-,-,-,-,-
,,321,貴金属・宝石製品製造業,1,1,-,-,-,-,-,-,-,2
,,322,装身具・装飾品・ボタン・同関連品製造業（貴金属・宝石製を除く）,7,5,1,1,-,-,-,-,-,24
,,323,時計・同部分品製造業,-,-,-,-,-,-,-,-,-,-
,,324,楽器製造業,4,4,-,-,-,-,-,-,-,6
,,32A,がん具製造業,2,-,-,1,-,-,-,1,-,237
,,32B,運動用具製造業,1,1,-,-,-,-,-,-,-,2
,,326,ペン・鉛筆・絵画用品・その他の事務用品製造業,3,1,2,-,-,-,-,-,-,18
,,327,漆器製造業,-,-,-,-,-,-,-,-,-,-
,,328,畳等生活雑貨製品製造業,3,2,1,-,-,-,-,-,-,7
,,329,他に分類されない製造業,27,20,4,2,-,-,-,-,1,97
,,32C,情報記録物製造行,4,3,-,1,-,-,-,-,-,19
,,32D,他に分類されないその他の製造業,23,17,4,1,-,-,-,-,1,78
F,電気・ガス・熱供給・水道業,,,11,6,4,-,-,-,1,-,-,179
,33,電気業,,7,6,1,-,-,-,-,-,-,22
,,330,管理，補助的経済活動を行う事業所,1,1,-,-,-,-,-,-,-,4
,,331,電気業,6,5,1,-,-,-,-,-,-,18
,34,ガス業,,-,-,-,-,-,-,-,-,-,-
,,340,管理，補助的経済活動を行う事業所,-,-,-,-,-,-,-,-,-,-
,,341,ガス業,-,-,-,-,-,-,-,-,-,-
,35,熱供給業,,-,-,-,-,-,-,-,-,-,-
,,350,管理，補助的経済活動を行う事業所,-,-,-,-,-,-,-,-,-,-
,,351,熱供給業,-,-,-,-,-,-,-,-,-,-
,36,水道業,,4,-,3,-,-,-,1,-,-,157
,,360,管理，補助的経済活動を行う事業所,-,-,-,-,-,-,-,-,-,-
,,361,上水道業,1,-,-,-,-,-,1,-,-,61
,,362,工業用水道業,-,-,-,-,-,-,-,-,-,-
,,363,下水道業,3,-,3,-,-,-,-,-,-,96
G,情報通信業,,,492,280,68,46,26,22,16,30,4,"10,833"
,37,通信業,,6,2,-,-,2,-,1,-,1,146
,,370,管理，補助的経済活動を行う事業所,-,-,-,-,-,-,-,-,-,-
,,371,固定電気通信業,4,2,-,-,1,-,1,-,-,121
,,372,移動電気通信業,-,-,-,-,-,-,-,-,-,-
,,373,電気通信に附帯するサービス業,2,-,-,-,1,-,-,-,1,25
,38,放送業,,2,1,-,-,-,-,1,-,-,57
,,380,管理，補助的経済活動を行う事業所,-,-,-,-,-,-,-,-,-,-
,,381,公共放送業（有線放送業を除く）,-,-,-,-,-,-,-,-,-,-
,,382,民間放送業（有線放送業を除く）,-,-,-,-,-,-,-,-,-,-
,,383,有線放送業,2,1,-,-,-,-,1,-,-,57
,39,情報サービス業,,236,117,32,25,16,12,9,23,2,"7,804"
,,390,管理，補助的経済活動を行う事業所,1,1,-,-,-,-,-,-,-,2
,,391,ソフトウェア業,195,98,20,23,14,12,6,21,1,"6,955"
,,392,情報処理・提供サービス業,40,18,12,2,2,-,3,2,1,847
,,39A,情報処理サービス業,13,8,4,-,1,-,-,-,-,76
,,39B,情報提供サービス業,7,1,1,1,1,-,1,1,1,358
,,39C,その他の情報処理・提供サービス業,20,9,7,1,-,-,2,1,-,413
,40,インターネット附随サービス業,,39,31,3,4,-,-,-,1,-,274
,,400,管理，補助的経済活動を行う事業所,-,-,-,-,-,-,-,-,-,-
,,401,インターネット付随サービス業,39,31,3,4,-,-,-,1,-,274
,41,映像・音声・文字情報制作業,,209,129,33,17,8,10,5,6,1,"2,552"
,,410,管理，補助的経済活動を行う事業所,2,-,-,1,1,-,-,-,-,32
,,411,映像情報制作・配給業,94,51,16,8,5,7,2,4,1,"1,318"
,,412,音声情報制作業,9,6,3,-,-,-,-,-,-,42
,,413,新聞業,1,1,-,-,-,-,-,-,-,2
,,414,出版業,49,29,8,3,2,2,3,2,-,936
,,415,広告制作業,13,13,-,-,-,-,-,-,-,26
,,416,映像・音声・文字情報制作に附帯するサービス業,41,29,6,5,-,1,-,-,-,196
H,運輸業，郵便業,,,151,53,21,28,19,11,9,10,-,"4,197"
,42,鉄道業,,14,-,3,3,1,2,3,2,-,819
,,420,管理，補助的経済活動を行う事業所,-,-,-,-,-,-,-,-,-,-
,,421,鉄道業,14,-,3,3,1,2,3,2,-,819
,43,道路旅客運送業,,36,24,1,-,1,-,4,6,-,"1,536"
,,430,管理，補助的経済活動を行う事業所,-,-,-,-,-,-,-,-,-,-
,,431,一般乗合旅客自動車運送業,5,2,-,-,-,-,1,2,-,624
,,432,一般乗用旅客自動車運送業,28,21,-,-,-,-,3,4,-,881
,,433,一般貸切旅客自動車運送業,2,-,1,-,1,-,-,-,-,30
,,439,その他の道路旅客運送業,1,1,-,-,-,-,-,-,-,1
,44,道路貨物運送業,,80,22,14,21,15,7,1,-,-,"1,119"
,,440,管理，補助的経済活動を行う事業所,3,1,1,1,-,-,-,-,-,20
,,441,一般貨物自動車運送業,62,10,11,20,14,6,1,-,-,"1,010"
,,442,特定貨物自動車運送業,1,-,-,-,-,1,-,-,-,31
,,443,貨物軽自動車運送業,13,11,2,-,-,-,-,-,-,30
,,444,集配利用運送業,1,-,-,-,1,-,-,-,-,28
,,449,その他の道路貨物運送業,-,-,-,-,-,-,-,-,-,-
,45,水運業,,-,-,-,-,-,-,-,-,-,-
,,450,管理，補助的経済活動を行う事業所,-,-,-,-,-,-,-,-,-,-
,,451,外航海運業,-,-,-,-,-,-,-,-,-,-
,,452,沿海海運業,-,-,-,-,-,-,-,-,-,-
,,453,内陸水運業,-,-,-,-,-,-,-,-,-,-
,,454,船舶貸渡業,-,-,-,-,-,-,-,-,-,-
,46,航空運輸業,,-,-,-,-,-,-,-,-,-,-
,,460,管理，補助的経済活動を行う事業所,-,-,-,-,-,-,-,-,-,-
,,461,航空運送業,-,-,-,-,-,-,-,-,-,-
,,462,航空機使用業（航空運送業を除く）,-,-,-,-,-,-,-,-,-,-
,47,倉庫業,,6,4,1,-,-,-,-,1,-,121
,,470,管理，補助的経済活動を行う事業所,-,-,-,-,-,-,-,-,-,-
,,471,倉庫業（冷蔵倉庫業を除く）,6,4,1,-,-,-,-,1,-,121
,,472,冷蔵倉庫業,-,-,-,-,-,-,-,-,-,-
,48,運輸に附帯するサービス業,,14,3,2,4,2,2,1,-,-,266
,,480,管理，補助的経済活動を行う事業所,1,-,1,-,-,-,-,-,-,5
,,481,港湾運送業,-,-,-,-,-,-,-,-,-,-
,,482,貨物運送取扱業（集配利用運送業を除く）,3,-,1,-,1,-,1,-,-,94
,,483,運送代理店,1,-,-,1,-,-,-,-,-,18
,,484,こん包業,2,1,-,1,-,-,-,-,-,14
,,485,運輸施設提供業,-,-,-,-,-,-,-,-,-,-
,,489,その他の運輸に附帯するサービス業,7,2,-,2,1,2,-,-,-,135
,49,郵便業（信書便事業を含む）,,1,-,-,-,-,-,-,1,-,336
,,490,管理，補助的経済活動を行う事業所,-,-,-,-,-,-,-,-,-,-
,,491,郵便業（信書便事業を含む）,1,-,-,-,-,-,-,1,-,336
I,卸売業，小売業,,,2384,1376,447,287,114,77,46,30,7,"24,653"
,50,各種商品卸売業,,3,1,1,-,-,-,-,1,-,157
,,500,管理，補助的経済活動を行う事業所,1,-,-,-,-,-,-,1,-,150
,,501,各種商品卸売業,2,1,1,-,-,-,-,-,-,7
,,50A,各種商品卸売業,-,-,-,-,-,-,-,-,-,-
,,50B,その他の各種商品卸売業,2,1,1,-,-,-,-,-,-,7
,51,繊維・衣服等卸売業,,54,36,9,5,-,4,-,-,-,372
,,510,管理，補助的経済活動を行う事業所,-,-,-,-,-,-,-,-,-,-
,,511,繊維品卸売業（衣服，身の回り品を除く）,2,1,1,-,-,-,-,-,-,10
,,512,衣服卸売業,31,22,4,3,-,2,-,-,-,207
,,513,身の回り品卸売業,21,13,4,2,-,2,-,-,-,155
,52,飲食料品卸売業,,110,54,22,14,4,9,4,3,-,"1,652"
,,520,管理，補助的経済活動を行う事業所,2,-,-,-,-,1,1,-,-,99
,,521,農畜産物・水産物卸売業,27,12,6,4,-,4,1,-,-,364
,,52A,米穀類卸売業,4,4,-,-,-,-,-,-,-,9
,,52B,野菜・果実卸売業,5,-,2,1,-,1,1,-,-,152
